barrio;año;poblacion_total;numero_hogares;area_ha;estrato_promedio;codigo_geo;deficit_habitacional
Barrio_89;2016;22147;6188;12.82;5;CG_705;782
Barrio_89;2017;38002;8396;9.8;4;CG_618;4011
Barrio_89;2018;46624;18674;7.22;3;CG_339;5257
Barrio_89;2019;46820;8120;14.98;4;CG_450;1704
Barrio_89;2020;26667;4803;10.16;3;CG_354;3186
Barrio_89;2021;1554;578;7.56;1;CG_730;32
Barrio_89;2022;30868;5802;5.39;5;CG_228;1073
Barrio_89;2023;14363;3162;15.05;4;CG_688;351
Barrio_89;2024;49794;14968;9.86;3;CG_467;1289
Barrio_89;2025;30835;7174;9.56;3;CG_335;2970
Barrio_90;2010;3162;1548;12.65;5;CG_942;77
Barrio_90;2011;33051;11647;5.64;6;CG_541;1084
Barrio_90;2012;12683;3103;6.44;4;CG_577;1025
Barrio_90;2013;13716;2671;6.8;6;CG_925;802
Barrio_90;2014;24737;10873;12.8;4;CG_932;2065
Barrio_90;2015;49465;8681;9.54;5;CG_636;1555
Barrio_90;2016;45582;8042;10.94;2;CG_944;3422
Barrio_90;2017;39625;16918;7.3;3;CG_586;2789
Barrio_90;2018;19831;3631;15.34;6;CG_817;479
Barrio_90;2019;13182;2789;8.09;3;CG_991;561
Barrio_90;2020;46015;19781;4.21;5;CG_463;2236
Barrio_90;2021;27699;5061;14.2;2;CG_654;2811
Barrio_90;2022;16355;4811;9.98;4;CG_785;1324
Barrio_90;2023;44528;9666;5.91;3;CG_138;4271
Barrio_90;2024;5958;1419;6.08;2;CG_378;459
Barrio_90;2025;29520;5424;11.9;6;CG_644;2127
Barrio_91;2010;29672;10589;5.4;4;CG_333;2427
Barrio_91;2011;48648;8369;7.86;5;CG_988;1376
Barrio_91;2012;21555;4719;7.7;1;CG_376;822
Barrio_91;2013;1430;589;15.12;2;CG_744;127
Barrio_91;2014;19231;3586;9.32;5;CG_957;1924
Barrio_91;2015;12821;2553;10.53;3;CG_411;925
Barrio_91;2016;20170;4287;12.9;6;CG_526;1473
Barrio_91;2017;12739;4780;1.85;4;CG_787;960
Barrio_91;2018;1372;251;18.09;1;CG_241;127
Barrio_91;2019;45995;15402;8.12;3;CG_924;4249
Barrio_91;2020;6006;2065;7.43;5;CG_518;332
Barrio_91;2021;35726;8360;11.31;3;CG_428;4116
Barrio_91;2022;40615;7045;3.11;5;CG_968;4147
Barrio_91;2023;14907;3871;9.11;6;CG_207;987
Barrio_91;2024;27987;4774;1.71;2;CG_683;865
Barrio_91;2025;5097;1157;3.82;1;CG_142;263
Barrio_92;2010;48917;9260;8.04;4;CG_242;5051
Barrio_92;2011;39233;10253;17.8;1;CG_287;4491
Barrio_92;2012;17376;4399;16.59;4;CG_406;1740
Barrio_92;2013;49050;11781;1.59;4;CG_858;1495
Barrio_92;2014;41063;12679;18.81;6;CG_148;4321
Barrio_92;2015;36312;12639;9.04;2;CG_833;3767
Barrio_92;2016;14619;3380;5.94;1;CG_292;596
Barrio_92;2017;36383;11223;10.69;5;CG_287;2916
Barrio_92;2018;15844;5837;2.49;3;CG_682;1727
Barrio_92;2019;4680;1153;14.36;2;CG_674;285
Barrio_92;2020;35201;8559;11.42;4;CG_295;3514
Barrio_92;2021;4911;1071;7.35;6;CG_446;136
Barrio_92;2022;46754;7994;1.9;3;CG_391;4509
Barrio_92;2023;14967;2958;15.69;5;CG_579;385
Barrio_92;2024;22536;11221;11.36;2;CG_543;2277
Barrio_92;2025;22881;6335;7.25;3;CG_686;2625
Barrio_93;2010;24735;6353;9.61;1;CG_653;1794
Barrio_93;2011;37799;6622;19.53;1;CG_569;3895
Barrio_93;2012;23258;4535;1.8;1;CG_489;2019
Barrio_93;2013;43539;10358;16.59;4;CG_744;4239
Barrio_93;2014;44598;17371;9.57;6;CG_863;2741
Barrio_93;2015;28276;7721;9.08;1;CG_877;3181
Barrio_93;2016;11816;2921;9.44;1;CG_918;486
Barrio_93;2017;33802;7137;14.67;6;CG_775;1196
Barrio_93;2018;38238;10005;11.09;6;CG_290;4551
Barrio_93;2019;21555;5055;10.63;2;CG_704;1247
Barrio_93;2020;524;102;14.8;5;CG_660;37
Barrio_93;2021;3727;805;8.29;6;CG_609;180
Barrio_93;2022;40880;9771;17.33;6;CG_671;1800
Barrio_93;2023;24591;4484;10.63;5;CG_938;2065
Barrio_93;2024;12232;4029;12.37;4;CG_775;763
Barrio_93;2025;20248;7701;6.23;5;CG_532;1514
Barrio_94;2010;9080;1771;3.74;5;CG_599;208
Barrio_94;2011;2211;814;0.67;5;CG_185;153
Barrio_94;2012;24436;4661;15.63;3;CG_978;557
Barrio_94;2013;25682;5161;12.97;3;CG_789;944
Barrio_94;2014;27497;5103;14.08;5;CG_597;2350
Barrio_94;2015;4841;853;10.07;4;CG_211;556
Barrio_94;2016;2660;783;13.41;6;CG_776;177
Barrio_94;2017;20152;6639;16.14;5;CG_977;833
Barrio_94;2018;34995;6721;4.66;5;CG_312;2775
Barrio_94;2019;6038;2072;4.13;1;CG_238;691
Barrio_94;2020;26788;5313;2.76;5;CG_666;2475
Barrio_94;2021;42662;8645;11.93;3;CG_726;3900
Barrio_94;2022;22023;4641;1.62;4;CG_395;1948
Barrio_94;2023;8267;3969;10.43;4;CG_561;945
Barrio_94;2024;25192;11719;18.14;5;CG_196;1445
Barrio_94;2025;44130;10286;6.8;4;CG_779;3102
Barrio_95;2010;18444;5280;10.86;1;CG_761;1872
Barrio_95;2011;30098;5704;8.28;4;CG_995;3168
Barrio_95;2012;23474;4626;13.6;3;CG_301;2071
Barrio_95;2013;3965;784;11.69;5;CG_839;135
Barrio_95;2014;36721;6462;14.69;6;CG_128;1494
Barrio_95;2015;13139;2659;3.07;3;CG_754;1021
Barrio_95;2016;45523;10909;7.19;2;CG_401;4663
Barrio_95;2017;18142;3782;14.19;5;CG_810;1883
Barrio_95;2018;37512;12950;14.84;1;CG_740;3388
Barrio_95;2019;31606;5578;4.56;1;CG_861;2417
Barrio_95;2020;31392;5469;12.5;5;CG_118;1332
Barrio_95;2021;8718;1487;8.06;4;CG_293;382
Barrio_95;2022;12455;2396;19.07;2;CG_723;445
Barrio_95;2023;48356;17344;6.91;6;CG_211;1887
Barrio_95;2024;48468;15043;1.12;6;CG_880;3559
Barrio_95;2025;43712;10224;12.8;3;CG_352;2354
Barrio_96;2010;6498;2315;13.39;5;CG_760;240
Barrio_96;2011;41414;18697;10.47;4;CG_701;1346
Barrio_96;2012;34635;7376;11.76;2;CG_923;2593
Barrio_96;2013;25626;4543;18.02;5;CG_515;1253
Barrio_96;2014;23169;6222;17.98;3;CG_296;1603
Barrio_96;2015;35960;15643;15.29;1;CG_464;2114
Barrio_96;2016;28576;9332;12.92;1;CG_806;1014
Barrio_96;2017;29797;8140;16.35;2;CG_147;2919
Barrio_96;2018;14898;5057;2.66;5;CG_895;1634
Barrio_96;2019;30359;15126;12.73;5;CG_264;2612
Barrio_96;2020;43677;7586;8.08;3;CG_217;4667
Barrio_96;2021;17804;3740;13.42;6;CG_307;1821
Barrio_96;2022;19544;3627;14.79;3;CG_284;931
Barrio_96;2023;9276;2135;19.93;6;CG_253;934
Barrio_96;2024;11483;2173;9.22;6;CG_441;1299
Barrio_96;2025;29909;8513;15.05;5;CG_675;2044
Barrio_97;2010;28961;7357;14.13;5;CG_480;2411
Barrio_97;2011;18202;3593;3.61;6;CG_114;486
Barrio_97;2012;18511;4797;8.59;1;CG_408;1864
Barrio_97;2013;23270;4835;3.85;6;CG_584;908
Barrio_97;2014;4656;1245;9.17;2;CG_361;357
Barrio_97;2015;18008;7026;5.11;3;CG_199;718
Barrio_97;2016;2950;776;12.95;3;CG_542;302
Barrio_97;2017;31892;8142;2.4;2;CG_742;1990
Barrio_97;2018;9175;2224;12.95;6;CG_676;387
Barrio_97;2019;18850;4105;1.65;4;CG_613;1038
Barrio_97;2020;3527;607;16.69;6;CG_854;193
Barrio_97;2021;8854;1576;4.53;3;CG_831;884
Barrio_97;2022;30784;11719;17.36;3;CG_936;2454
Barrio_97;2023;28714;10353;3.32;6;CG_194;2853
Barrio_97;2024;23937;5484;18.49;2;CG_330;1265
Barrio_97;2025;16105;6145;16.46;4;CG_253;1392
Barrio_98;2010;8685;1491;19.28;6;CG_191;962
Barrio_98;2011;28822;12910;19.82;1;CG_611;738
Barrio_98;2012;43730;10411;14.92;4;CG_941;4785
Barrio_98;2013;33698;9111;18.3;1;CG_284;1171
Barrio_98;2014;42356;11074;17.68;6;CG_655;3469
Barrio_98;2015;23700;4669;4.71;5;CG_104;946
Barrio_98;2016;38471;11075;18.39;6;CG_332;2907
Barrio_98;2017;47819;19749;12.78;3;CG_489;2060
Barrio_98;2018;11712;2714;13.25;5;CG_202;1089
Barrio_98;2019;30663;7417;7.18;6;CG_996;2264
Barrio_98;2020;18118;7904;7.51;4;CG_301;1623
Barrio_98;2021;3466;1396;2.74;5;CG_788;237
Barrio_98;2022;29201;9873;11.57;3;CG_251;1545
Barrio_98;2023;5107;951;11.4;5;CG_446;376
Barrio_98;2024;25220;12223;2.43;4;CG_326;2380
Barrio_98;2025;46621;9064;3.25;2;CG_334;4395
Barrio_99;2010;31701;6676;18.94;4;CG_367;2405
Barrio_99;2011;41595;7050;16.09;4;CG_278;4078
Barrio_99;2012;40555;7087;17.33;3;CG_929;1501
Barrio_99;2013;32206;9623;10.44;1;CG_599;1715
Barrio_99;2014;16149;2849;17.16;2;CG_109;1397
Barrio_99;2015;11740;3885;3.94;6;CG_281;1332
Barrio_99;2016;33656;7253;5.91;3;CG_552;1360
Barrio_99;2017;44542;10647;6.34;6;CG_949;4306
Barrio_99;2018;16624;7551;6.94;5;CG_425;1465
Barrio_99;2019;32092;14323;0.99;1;CG_714;1776
Barrio_99;2020;3311;1597;10.01;1;CG_937;337
Barrio_99;2021;32532;6632;10.31;3;CG_204;739
Barrio_99;2022;30441;7572;4.59;4;CG_954;1201
Barrio_99;2023;22446;5021;13.61;1;CG_776;1495
Barrio_99;2024;32447;9543;1.78;3;CG_206;3500
Barrio_99;2025;46553;14428;15.3;3;CG_661;2660
Barrio_100;2010;4613;1812;19.12;6;CG_248;231
Barrio_100;2011;18746;6666;11.84;2;CG_947;1120
Barrio_100;2012;29688;8378;16.32;5;CG_326;868
Barrio_100;2013;12565;5414;6.96;6;CG_183;962
Barrio_100;2014;19095;5961;6.8;5;CG_615;551
Barrio_100;2015;43439;7915;4.17;5;CG_630;4420
Barrio_100;2016;31597;9281;11.33;2;CG_745;3040
Barrio_100;2017;34462;8156;13.37;6;CG_843;3640
Barrio_100;2018;11667;2398;13.29;2;CG_829;943
Barrio_100;2019;10384;1801;6.77;6;CG_223;1025
Barrio_100;2020;13096;3260;12.18;3;CG_178;812
Barrio_100;2021;34698;7446;7.63;4;CG_944;3324
Barrio_100;2022;41765;15062;4.77;4;CG_650;1129
Barrio_100;2023;14201;2945;6.71;3;CG_119;472
Barrio_100;2024;35666;12537;16.88;2;CG_940;2286
Barrio_100;2025;9915;1980;12.38;1;CG_432;1152
Barrio_101;2010;6709;1916;18.54;2;CG_985;649
Barrio_101;2011;46391;9050;4.2;1;CG_740;1501
Barrio_101;2012;4589;944;5.69;1;CG_630;238
Barrio_101;2013;25469;11804;16.07;3;CG_116;863
Barrio_101;2014;4379;1563;19.62;2;CG_251;305
Barrio_101;2015;48250;19714;6.13;1;CG_601;1050
Barrio_101;2016;18977;3581;7.54;5;CG_873;1894
Barrio_101;2017;47733;21057;10.54;1;CG_751;4502
Barrio_101;2018;27796;6320;13.66;2;CG_766;2087
Barrio_101;2019;3099;655;17.73;2;CG_839;241
Barrio_101;2020;17797;6573;8.9;6;CG_320;632
Barrio_101;2021;37398;10099;4.94;5;CG_833;4448
Barrio_101;2022;45465;14581;6.67;1;CG_209;2018
Barrio_101;2023;4440;1986;3.86;5;CG_913;136
Barrio_101;2024;40483;10164;12.74;3;CG_719;3226
Barrio_101;2025;21096;10479;17.59;1;CG_834;1027
Barrio_102;2010;30038;9736;6.74;4;CG_161;968
Barrio_102;2011;1555;482;9.12;6;CG_904;34
Barrio_102;2012;49798;24358;2.3;1;CG_600;5514
Barrio_102;2013;3112;1133;8.47;2;CG_231;342
Barrio_102;2014;31016;7101;15.23;5;CG_900;2303
Barrio_102;2015;10174;2100;3.5;1;CG_757;1107
Barrio_102;2016;34305;8364;5.39;6;CG_643;1916
Barrio_102;2017;31377;6653;3.95;4;CG_353;1731
Barrio_102;2018;33033;13546;19.98;1;CG_570;3872
Barrio_102;2019;42689;21233;9.76;5;CG_141;1706
Barrio_102;2020;40040;7386;9.4;4;CG_457;2241
Barrio_102;2021;17053;3384;18.52;3;CG_154;1674
Barrio_102;2022;11659;4301;9.13;3;CG_775;1287
Barrio_102;2023;47790;12177;3.97;3;CG_338;3609
Barrio_102;2024;35708;10482;3.71;2;CG_890;1690
Barrio_102;2025;30199;8365;19.7;4;CG_141;3287
Barrio_103;2010;5981;1145;17.36;1;CG_546;377
Barrio_103;2011;47038;18161;15.44;3;CG_254;2026
Barrio_103;2012;19683;3995;17.16;5;CG_781;2083
Barrio_103;2013;14056;3521;9.59;6;CG_847;1280
Barrio_103;2014;28882;5254;1.01;6;CG_443;1780
Barrio_103;2015;24144;6511;6.31;2;CG_878;1985
Barrio_103;2016;19283;3477;9.03;6;CG_708;1576
Barrio_103;2017;22077;8484;16.06;1;CG_264;951
Barrio_103;2018;25683;4754;2.2;2;CG_465;981
Barrio_103;2019;21095;10045;13.45;4;CG_766;2316
Barrio_103;2020;1238;284;0.54;1;CG_570;56
Barrio_103;2021;9835;2120;12.89;5;CG_923;916
Barrio_103;2022;39299;8644;11.79;4;CG_542;4590
Barrio_103;2023;14991;3990;4.67;3;CG_560;1400
Barrio_103;2024;23078;4639;6.92;2;CG_514;1259
Barrio_103;2025;40731;9913;15.54;4;CG_829;2540
Barrio_104;2010;17834;3113;12.44;5;CG_244;492
Barrio_104;2011;40252;7573;4.31;4;CG_791;2136
Barrio_104;2012;3885;697;4.54;2;CG_618;134
Barrio_104;2013;15418;2665;6.39;2;CG_758;713
Barrio_104;2014;45110;8380;1.87;2;CG_314;908
Barrio_104;2015;22908;4589;12.23;5;CG_276;1332
Barrio_104;2016;45217;10960;16.11;4;CG_752;4359
Barrio_104;2017;2155;447;19.74;1;CG_576;236
Barrio_104;2018;2522;440;10.32;4;CG_319;287
Barrio_104;2019;23089;9580;17.83;5;CG_488;1814
Barrio_104;2020;31723;7318;5.79;4;CG_516;3096
Barrio_104;2021;9912;3106;4.57;5;CG_506;843
Barrio_104;2022;12633;3640;14.27;6;CG_294;305
Barrio_104;2023;40696;7361;18.43;2;CG_993;4098
Barrio_104;2024;42537;11680;0.79;5;CG_964;1424
Barrio_104;2025;42059;11136;18.54;2;CG_576;978
Barrio_105;2010;12279;2743;14.39;5;CG_662;1199
Barrio_105;2011;11689;4001;16.76;6;CG_242;377
Barrio_105;2012;30224;14165;4.08;3;CG_419;1453
Barrio_105;2013;17916;7640;10.87;1;CG_148;361
Barrio_105;2014;38838;15077;15.14;1;CG_424;3021
Barrio_105;2015;5965;2004;16.15;6;CG_203;190
Barrio_105;2016;48211;13350;2.97;2;CG_119;3804
Barrio_105;2017;16955;5606;1.18;1;CG_427;1657
Barrio_105;2018;25596;5719;13.59;3;CG_245;2115
Barrio_105;2019;46707;11717;0.81;6;CG_603;4950
Barrio_105;2020;18222;3831;8.17;6;CG_468;2041
Barrio_105;2021;28888;7451;16.83;6;CG_735;2865
Barrio_105;2022;33271;12261;13.91;5;CG_228;3151
Barrio_105;2023;9172;1646;9.89;1;CG_354;777
Barrio_105;2024;7419;1916;12.86;2;CG_371;659
Barrio_105;2025;21135;6803;1.14;3;CG_576;1494
Barrio_106;2010;47908;15229;18.37;6;CG_696;5096
Barrio_106;2011;48149;12493;8.28;3;CG_238;1405
Barrio_106;2012;44855;8755;17.92;2;CG_947;4655
Barrio_106;2013;4481;1215;13.47;4;CG_291;216
Barrio_106;2014;44192;8231;16.73;5;CG_410;1860
Barrio_106;2015;18659;4204;9.63;3;CG_698;1826
Barrio_106;2016;9240;2107;2.84;2;CG_309;764
Barrio_106;2017;31076;6362;6.65;1;CG_768;3376
Barrio_106;2018;44368;12202;1.72;1;CG_407;4087
Barrio_106;2019;10533;2015;5.6;6;CG_432;834
Barrio_106;2020;19534;4796;11.06;2;CG_167;1403
Barrio_106;2021;37660;7756;2.7;1;CG_170;1199
Barrio_106;2022;32918;6113;14.63;5;CG_250;2407
Barrio_106;2023;16139;4858;18.22;1;CG_607;694
Barrio_106;2024;43801;12871;5.59;3;CG_879;1769
Barrio_106;2025;31486;12575;17.17;5;CG_367;3399
Barrio_107;2010;44718;12262;12.44;1;CG_196;2683
Barrio_107;2011;12816;2966;7.36;3;CG_508;668
Barrio_107;2012;43841;9129;4.02;5;CG_519;5169
Barrio_107;2013;20764;5149;7.14;5;CG_374;1927
Barrio_107;2014;24691;4517;12.94;5;CG_938;710
Barrio_107;2015;45286;10695;8.74;2;CG_181;2731
Barrio_107;2016;6976;2171;1.13;1;CG_476;376
Barrio_107;2017;3956;1556;7.61;3;CG_975;347
Barrio_107;2018;45255;13156;13.32;3;CG_320;3191
Barrio_107;2019;22855;7360;8.0;1;CG_305;1423
Barrio_107;2020;40748;14794;18.98;5;CG_398;1954
Barrio_107;2021;47297;15578;18.88;6;CG_444;1269
Barrio_107;2022;31591;7471;2.68;3;CG_433;2098
Barrio_107;2023;20609;3720;11.53;2;CG_783;1480
Barrio_107;2024;38795;10169;4.8;3;CG_970;3361
Barrio_107;2025;19243;5500;19.98;6;CG_166;1896
Barrio_108;2010;25441;5034;19.49;6;CG_608;920
Barrio_108;2011;11393;1908;6.04;2;CG_728;948
Barrio_108;2012;2113;813;6.75;6;CG_386;129
Barrio_108;2013;23066;4315;0.6;2;CG_121;1717
Barrio_108;2014;7916;2179;12.12;5;CG_729;361
Barrio_108;2015;35829;8825;17.71;3;CG_603;3343
Barrio_108;2016;6306;1338;0.51;3;CG_406;590
Barrio_108;2017;30947;5548;3.05;6;CG_552;1512
Barrio_108;2018;32106;7301;1.88;1;CG_518;1381
Barrio_108;2019;13351;2778;5.33;3;CG_282;505
Barrio_108;2020;26558;11020;2.67;5;CG_465;1506
Barrio_108;2021;23445;6330;6.76;2;CG_506;2312
Barrio_108;2022;34083;10269;1.24;3;CG_196;3787
Barrio_108;2023;23003;6300;7.65;4;CG_245;1240
Barrio_108;2024;43788;12950;15.85;1;CG_904;1929
Barrio_108;2025;48510;8653;12.67;5;CG_351;4027
Barrio_109;2010;9546;1712;9.68;2;CG_904;834
Barrio_109;2011;23924;4259;18.76;6;CG_247;2401
Barrio_109;2012;22817;3885;6.82;4;CG_193;1427
Barrio_109;2013;48456;13074;18.54;4;CG_172;1321
Barrio_109;2014;18233;5305;7.98;4;CG_110;1995
Barrio_109;2015;9873;2432;2.92;6;CG_631;247
Barrio_109;2016;29957;5490;2.91;6;CG_673;910
Barrio_109;2017;8873;2441;4.2;4;CG_488;206
Barrio_109;2018;47548;10512;16.92;1;CG_336;3697
Barrio_109;2019;49632;11296;17.24;2;CG_876;4797
Barrio_109;2020;1444;274;13.82;3;CG_177;160
Barrio_109;2021;37043;16026;5.46;3;CG_294;4322
Barrio_109;2022;17954;3269;0.72;4;CG_451;1629
Barrio_109;2023;7431;1396;13.21;4;CG_215;352
Barrio_109;2024;12484;2288;19.39;1;CG_257;1360
Barrio_109;2025;17581;3909;17.13;1;CG_157;1129
Barrio_110;2010;48986;11797;1.04;6;CG_951;4351
Barrio_110;2011;27267;8267;13.09;4;CG_392;1477
Barrio_110;2012;43701;12685;2.07;4;CG_937;2801
Barrio_110;2013;38179;9229;19.91;2;CG_537;1867
Barrio_110;2014;23096;4356;14.47;6;CG_123;2327
Barrio_110;2015;4100;932;15.99;6;CG_325;154
Barrio_110;2016;5425;2294;1.75;3;CG_215;296
Barrio_110;2017;5189;1008;10.81;6;CG_839;186
Barrio_110;2018;26249;8206;15.0;5;CG_662;2077
Barrio_110;2019;9998;2777;5.38;2;CG_410;928
Barrio_110;2020;1785;306;18.49;5;CG_740;50
Barrio_110;2021;38495;10660;15.71;5;CG_547;4237
Barrio_110;2022;29708;7759;13.05;6;CG_492;1237
Barrio_110;2023;33175;6934;4.78;6;CG_451;1594
Barrio_110;2024;7936;2178;12.71;1;CG_359;779
Barrio_110;2025;19825;8516;2.41;3;CG_770;1412
Barrio_111;2010;27999;11153;5.82;5;CG_702;1706
Barrio_111;2011;45366;10349;7.64;4;CG_216;2064
Barrio_111;2012;30445;8602;18.13;3;CG_534;2729
Barrio_111;2013;553;235;11.93;1;CG_642;59
Barrio_111;2014;36765;9110;0.75;6;CG_704;2712
Barrio_111;2015;45114;10519;11.85;5;CG_353;2318
Barrio_111;2016;33963;7231;0.79;5;CG_453;3336
Barrio_111;2017;34830;7906;19.8;2;CG_383;2471
Barrio_111;2018;43580;12790;13.31;4;CG_635;3648
Barrio_111;2019;1478;263;7.84;4;CG_176;174
Barrio_111;2020;20057;6022;19.36;6;CG_598;1660
Barrio_111;2021;10442;4863;2.18;4;CG_220;877
Barrio_111;2022;26966;10803;15.91;1;CG_767;2811
Barrio_111;2023;46394;16186;15.34;6;CG_437;3890
Barrio_111;2024;21909;8950;12.82;6;CG_982;2209
Barrio_111;2025;30908;9802;18.68;4;CG_706;1311
Barrio_112;2010;8482;3414;18.23;2;CG_657;722
Barrio_112;2011;38460;6895;15.15;4;CG_238;2169
Barrio_112;2012;13494;5347;1.46;1;CG_837;859
Barrio_112;2013;23878;7843;8.43;4;CG_289;2391
Barrio_112;2014;29086;5403;11.43;4;CG_715;2162
Barrio_112;2015;13520;2846;9.6;5;CG_544;611
Barrio_112;2016;16443;3338;2.39;5;CG_382;415
Barrio_112;2017;27016;7704;18.07;5;CG_750;1167
Barrio_112;2018;4487;857;2.96;6;CG_760;245
Barrio_112;2019;7717;1835;16.93;4;CG_700;458
Barrio_112;2020;7313;2344;15.04;2;CG_141;559
Barrio_112;2021;11789;3701;11.35;2;CG_444;714
Barrio_112;2022;26155;6261;13.31;4;CG_616;1733
Barrio_112;2023;6050;1156;8.28;2;CG_200;282
Barrio_112;2024;12646;3558;5.43;6;CG_949;261
Barrio_112;2025;29612;9684;2.42;4;CG_996;2437
Barrio_113;2010;8221;1635;1.2;6;CG_621;590
Barrio_113;2011;28939;6298;14.0;4;CG_953;2234
Barrio_113;2012;8481;2210;15.02;6;CG_524;435
Barrio_113;2013;17540;3913;17.86;5;CG_402;1894
Barrio_113;2014;23399;6649;0.9;1;CG_483;1182
Barrio_113;2015;49001;10613;4.73;4;CG_359;4132
Barrio_113;2016;46455;11739;16.5;3;CG_429;2731
Barrio_113;2017;5734;2280;2.23;1;CG_601;507
Barrio_113;2018;47362;11168;6.14;6;CG_689;1972
Barrio_113;2019;19567;3762;3.36;6;CG_333;1825
Barrio_113;2020;22634;3784;14.07;4;CG_120;2196
Barrio_113;2021;43373;8680;12.86;2;CG_764;1273
Barrio_113;2022;20139;3804;15.7;1;CG_786;2116
Barrio_113;2023;48255;21307;19.14;2;CG_365;5556
Barrio_113;2024;32747;9350;13.56;3;CG_561;3454
Barrio_113;2025;43844;9360;13.81;5;CG_934;4528
Barrio_114;2010;2493;1009;7.4;6;CG_784;78
Barrio_114;2011;17494;4862;18.19;4;CG_248;575
Barrio_114;2012;1919;946;0.56;5;CG_312;187
Barrio_114;2013;7642;3182;19.47;2;CG_767;409
Barrio_114;2014;26727;5954;2.8;4;CG_713;2157
Barrio_114;2015;28503;7551;5.64;2;CG_677;3054
Barrio_114;2016;31695;6460;3.66;1;CG_920;3193
Barrio_114;2017;36620;14667;10.95;2;CG_838;2671
Barrio_114;2018;36582;6655;16.4;5;CG_325;3952
Barrio_114;2019;12021;3230;4.75;5;CG_546;1083
Barrio_114;2020;15673;3473;0.93;6;CG_771;1644
Barrio_114;2021;7551;3341;6.53;4;CG_636;839
Barrio_114;2022;38630;13360;12.59;6;CG_674;1725
Barrio_114;2023;17627;2944;18.22;3;CG_889;560
Barrio_114;2024;30565;6805;15.35;1;CG_193;1790
Barrio_114;2025;33588;6616;17.22;5;CG_812;2976
Barrio_115;2010;14748;5051;1.61;5;CG_534;1238
Barrio_115;2011;38844;6519;11.79;6;CG_988;1481
Barrio_115;2012;4366;755;9.05;2;CG_432;360
Barrio_115;2013;26208;9213;14.38;3;CG_756;1552
Barrio_115;2014;13911;2599;16.64;1;CG_603;1023
Barrio_115;2015;35680;9016;6.32;3;CG_244;2894
Barrio_115;2016;8682;1822;16.49;6;CG_656;754
Barrio_115;2017;20806;7442;8.42;5;CG_935;2294
Barrio_115;2018;30122;6147;4.22;3;CG_635;1065
Barrio_115;2019;38073;13599;16.61;5;CG_345;2096
Barrio_115;2020;4996;1768;7.27;6;CG_146;530
Barrio_115;2021;1681;288;16.96;2;CG_954;189
Barrio_115;2022;36156;15155;16.78;1;CG_994;4129
Barrio_115;2023;26509;9914;11.71;3;CG_506;2389
Barrio_115;2024;30921;6376;14.37;1;CG_517;2275
Barrio_115;2025;15384;3554;3.87;3;CG_448;773
Barrio_116;2010;37639;10133;4.17;3;CG_549;3073
Barrio_116;2011;19747;5121;8.91;2;CG_826;682
Barrio_116;2012;48251;12856;1.87;1;CG_867;2249
Barrio_116;2013;14440;2890;4.87;6;CG_776;1480
Barrio_116;2014;27024;4758;8.66;3;CG_937;569
Barrio_116;2015;43478;11803;7.06;3;CG_567;1518
Barrio_116;2016;16621;3146;5.43;4;CG_899;721
Barrio_116;2017;34684;10438;9.23;1;CG_593;2133
Barrio_116;2018;27350;13227;16.38;5;CG_347;2151
Barrio_116;2019;11144;3492;14.59;4;CG_185;526
Barrio_116;2020;21949;6277;12.61;5;CG_250;1953
Barrio_116;2021;17900;3773;4.88;6;CG_938;2083
Barrio_116;2022;27393;4699;17.42;4;CG_671;2940
Barrio_116;2023;23748;4623;1.0;1;CG_343;1889
Barrio_116;2024;43419;12780;16.57;5;CG_637;4308
Barrio_116;2025;2299;1031;12.57;5;CG_809;122
Barrio_117;2010;18893;3450;3.16;5;CG_510;2034
Barrio_117;2011;32123;6192;13.86;2;CG_684;906
Barrio_117;2012;23195;7054;18.84;1;CG_933;2418
Barrio_117;2013;874;286;5.17;6;CG_474;24
Barrio_117;2014;27359;6371;1.04;6;CG_745;2740
Barrio_117;2015;46172;8391;8.16;3;CG_778;5107
Barrio_117;2016;17893;6711;6.8;5;CG_679;1228
Barrio_117;2017;24232;9115;12.55;5;CG_770;2124
Barrio_117;2018;13682;2656;8.49;5;CG_159;278
Barrio_117;2019;15937;3258;17.7;2;CG_881;851
Barrio_117;2020;30900;8234;17.13;2;CG_264;680
Barrio_117;2021;28495;5259;9.93;3;CG_381;2254
Barrio_117;2022;20665;3938;8.3;5;CG_137;993
Barrio_117;2023;9665;1856;16.52;5;CG_913;439
Barrio_117;2024;29674;11130;3.78;4;CG_407;1960
Barrio_117;2025;46804;18700;1.86;6;CG_141;2916
Barrio_118;2010;40023;11566;14.96;1;CG_467;3375
Barrio_118;2011;46393;11423;6.32;2;CG_366;1783
Barrio_118;2012;38676;12762;11.52;6;CG_689;3754
Barrio_118;2013;26588;11905;4.95;5;CG_465;614
Barrio_118;2014;781;140;15.45;3;CG_909;19
Barrio_118;2015;20128;6780;15.63;1;CG_289;1662
Barrio_118;2016;5567;1495;18.57;3;CG_166;350
Barrio_118;2017;8906;1649;13.81;6;CG_991;815
Barrio_118;2018;9262;2951;5.56;5;CG_184;545
Barrio_118;2019;46627;10802;12.48;5;CG_777;1784
Barrio_118;2020;29528;10959;4.57;4;CG_395;1279
Barrio_118;2021;32629;5520;17.21;2;CG_167;844
Barrio_118;2022;25701;4422;15.14;5;CG_505;1443
